time,sensorValue1
2791,276
2801,274
2811,273
2822,272
2833,271
2843,271
2853,272
2864,272
2874,273
2884,273
2895,272
2906,271
2916,270
2926,269
2936,269
2947,270
2958,271
2968,272
2978,273
2989,273
2999,273
3009,272
3019,272
3031,272
3041,272
3051,273
3061,274
3072,276
3082,278
3093,279
3103,279
3113,279
3124,278
3134,278
3144,278
3154,279
3166,281
3176,283
3186,285
3196,286
3207,287
3217,287
3228,286
3238,285
3249,285
3259,286
3269,287
3279,289
3291,292
3301,293
3311,293
3321,293
3332,292
3342,291
3352,291
3363,291
3374,292
3384,294
3394,295
3404,296
3415,296
3426,296
3436,295
3446,293
3457,292
3467,292
3477,292
3487,294
3499,295
3509,296
3519,296
3529,295
3539,293
3550,291
3561,289
3571,289
3581,289
3592,289
3602,290
3612,291
3623,291
3634,290
3644,288
3654,286
3664,284
3675,282
3685,282
3696,282
3706,283
3717,284
3727,284
3737,283
3747,281
3759,279
3769,277
3779,276
3789,275
3800,275
3810,276
3820,276
3831,277
3842,276
3852,275
3862,273
3872,272
3883,271
3894,270
3904,271
3914,271
3924,272
3935,272
3945,272
3956,272
3966,271
3977,270
3987,270
3997,269
4007,270
4018,271
4029,272
4039,273
4049,274
4060,274
4070,273
4080,273
4091,273
4102,273
4112,274
4122,276
4132,277
4143,279
4153,280
4164,280
4174,280
4185,279
4195,279
4205,279
4215,280
4227,282
4237,284
4247,286
4257,287
4268,288
4278,287
4289,287
4299,286
4310,286
4320,287
4330,288
4340,290
4350,292
4362,294
4372,294
4382,294
4392,293
4403,291
4413,291
4424,292
4434,293
4445,294
4455,296
4465,297
4475,297
4486,296
4497,295
4507,293
4517,292
4528,292
4538,292
4548,293
4559,295
4570,295
4580,295
4590,294
4600,293
4611,291
4622,289
4632,288
4642,288
4653,289
4663,290
4673,290
4683,290
4695,289
4705,287
4715,285
4725,283
4736,281
4746,281
4757,281
4767,282
4777,283
4788,283
4798,282
4808,280
4818,278
4830,276
4840,275
4850,274
4860,274
4871,275
4881,275
4892,276
4902,275
4913,274
4923,273
4933,271
4943,270
4955,270
4965,270
4975,271
4985,272
4996,272
5006,272
5016,272
5027,271
5038,270
5048,269
5058,269
5068,270
5079,272
5090,273
5100,274
5110,275
5121,275
5131,274
5141,274
5151,273
5163,273
5173,274
5183,276
5193,278
5203,280
5214,281
5225,281
5235,281
5245,280
5256,280
5266,280
5276,281
5287,283
5298,285
5308,287
5318,288
5328,289
5339,288
5349,288
5360,287
5370,287
5381,288
5391,289
5401,291
5411,293
5423,294
5433,295
5443,294
5453,293
5464,292
5474,291
5484,292
5495,293
5506,294
5516,296
5526,297
5536,297
5547,296
5558,295
5568,293
5578,292
5588,292
5599,292
5609,293
5620,294
5630,295
5641,295
5651,294
5661,292
5671,290
5682,288
5693,288
5703,288
5713,288
5724,289
5734,290
5744,289
5755,288
5766,286
5776,284
5786,282
5796,280
5807,280
5817,280
5828,281
5838,282
5849,282
5859,281
5869,279
5879,277
5891,276
5901,274
5911,274
5921,274
5932,274
5942,275
5953,275
5963,275
5974,273
5984,272
5994,271
6004,270
6014,270
6026,271
6036,271
6046,272
6056,273
6067,273
6077,272
6088,271
6098,271
6109,270
6119,270
6129,271
6139,273
6150,274
6161,275
6171,276
6181,276
6192,275
6202,275
6212,274
6223,275
6234,276
6244,277
6254,279
6264,281
6275,282
6286,283
6296,282
6306,282
6317,281
6327,281
6337,282
6347,284
6359,286
6369,289
6379,290
6389,290
6400,290
6410,289
6421,288
6431,288
6441,289
6452,290
6462,292
6472,294
6482,295
6494,296
6504,295
6514,294
6524,293
6535,292
6545,292
6556,293
6566,295
6577,296
6587,297
6597,297
6607,296
6619,295
6629,293
6639,292
6649,292
6660,292
6670,293
6680,294
6691,295
6702,295
6712,294
6722,292
6732,290
6743,288
6754,287
6764,287
6774,287
6785,289
6795,289
6805,289
6815,288
6827,286
6837,284
6847,282
6857,281
6867,280
6878,280
6889,281
6899,281
6909,281
6920,280
6930,279
6940,277
6951,275
6962,274
6972,273
6982,274
6992,274
7003,274
7013,275
7024,274
7034,273
7045,272
7055,271
7065,271
7075,270
7087,271
7097,271
7107,272
7117,273
7128,273
7138,273
7148,272
7159,271
7170,271
7180,271
7190,272
7200,273
7211,275
7222,276
7232,277
7242,277
7252,276
7263,276
7273,275
7284,276
7294,277
7305,279
7315,281
7325,282
7335,284
7346,284
7357,283
7367,283
7377,282
7388,282
7398,283
7408,285
7419,287
7430,290
7440,291
7450,291
7460,291
7471,290
7481,289
7492,289
7502,290
7513,291
7523,293
7533,295
7543,296
7555,296
7565,296
7575,294
7585,293
7596,292
7606,293
7617,294
7627,295
7638,296
7648,297
7658,297
7668,296
7678,295
7690,293
7700,292
7710,291
7720,292
7731,292
7741,294
7752,294
7762,294
7773,293
7783,291
7793,289
7803,287
7814,286
7825,286
7835,287
7845,288
7856,288
7866,288
7876,287
7887,285
7898,283
7908,281
7918,279
7928,279
7939,279
7950,280
7960,280
7970,280
7981,279
7991,278
8001,276
8011,275
8023,273
8033,273
8043,273
8053,274
8064,274
8074,274
8085,274
8095,273
8105,272
8116,271
8126,270
8136,270
8146,271
8158,271
8168,272
8178,273
8188,273
8199,273
8209,272
8220,271
8230,271
8241,271
8251,272
8261,274
8271,275
8283,277
8293,277
8303,278
8313,277
8324,276
8334,276
8344,276
8355,277
8366,279
8376,281
8386,283
8396,284
8407,285
8418,284
8428,284
8438,283
8449,284
8459,285
8469,286
8479,288
8491,290
8501,291
8511,292
8521,291
8531,290
8542,289
8553,289
8563,290
8573,291
8584,293
8594,295
8604,296
8615,296
8626,295
8636,294
8646,293
8656,292
8667,292
8677,293
8688,294
8698,296
8709,296
8719,296
8729,295
8739,294
8751,292
8761,291
8771,290
8781,290
8792,291
8802,293
8812,293
8823,292
8834,291
8844,289
8854,287
8864,285
8875,284
8886,284
8896,285
8906,286
8916,286
8927,286
8937,285
8948,283
8958,281
8969,279
8979,278
8989,277
8999,278
9010,278
9021,278
9031,278
9041,277
9052,276
9062,274
9072,273
9083,272
9094,271
9104,272
9114,272
9124,273
9135,273
9145,273
9156,272
9166,271
9177,270
9187,269
9197,269
9207,270
9219,271
9229,271
9239,272
9249,272
9260,272
9270,271
9281,271
9291,271
9302,271
9312,272
9322,274
9332,275
9342,277
9354,277
9364,277
9374,277
9384,276
9395,276
9405,276
9416,277
9426,279
9437,282
9447,284
9457,285
9467,285
9478,285
9489,284
9499,283
9509,283
9520,284
9530,286
9540,288
9551,290
9562,291
9572,292
9582,291
9592,290
9603,289
9614,289
9624,290
9634,291
9645,293
9655,295
9665,296
9675,296
9687,295
9697,294
9707,293
9717,292
9728,292
9738,293
9749,294
9759,295
9769,296
9780,296
9790,295
9800,293
9810,291
9822,289
9832,289
9842,289
9852,290
9863,291
9873,292
9884,292
9894,291
9905,289
9915,287
9925,285
9935,284
9947,284
9957,284
9967,285
9977,285
9988,285
9998,284
10008,282
10020,281
10032,279
10043,278
10054,278
10065,278
10077,277
10089,276
10100,275
10112,275
10123,274
10134,273
10146,272
10158,272
10169,272
10180,272
10191,271
10203,271
10215,271
10226,271
10237,270
10249,270
10260,271
10271,271
10284,271
10295,271
10306,271
10317,271
10329,272
10340,272
10352,273
10363,273
10375,274
10386,274
10397,275
10408,275
10421,276
10432,277
10443,277
10455,278
10466,279
10478,280
10489,281
10501,282
10512,283
10523,284
10534,284
10547,285
10558,286
10569,286
10580,287
10592,288
10603,288
10615,290
10627,290
10638,291
10649,291
10660,292
10672,292
10684,293
10695,293
10706,293
10718,294
10729,294
10740,294
10753,294
10764,294
10775,294
10786,294
10798,294
10809,294
10821,294
10832,293
10844,293
10855,293
10866,292
10878,292
10890,291
10901,291
10912,291
10924,290
10935,290
10947,289
10958,288
10970,288
10981,287
10992,286
11003,285
11016,284
11027,284
11038,282
11049,282
11061,281
11072,280
11084,279
11096,278
11107,278
11118,277
11129,276
11141,276
11153,275
11164,275
11175,274
11187,273
11198,273
11209,272
11222,272
11233,272
11244,271
11255,271
11267,271
11279,271
11290,271
11301,271
11313,271
11324,271
11335,271
11347,272
11359,272
11370,273
11381,273
11393,273
11404,273
11416,274
11427,275
11439,275
11450,276
11461,277
11472,277
11485,278
11496,279
11507,280
11518,281
11530,281
11541,282
11553,283
11565,284
11576,285
11587,286
11598,287
11611,287
11622,288
11633,289
11644,289
11656,290
11667,290
11679,291
11691,291
11702,292
11713,292
11724,293
11736,293
11748,294
11759,294
11770,295
11782,295
11793,295
11804,295
11816,295
11828,295
11839,295
11850,295
11862,295
11873,295
11885,295
11896,294
11908,294
11919,294
11930,293
11942,292
11954,292
11965,291
11976,290
11987,290
11999,289
12011,288
12022,288
12034,287
12045,287
12056,286
12067,285
12080,284
12091,283
12102,282
12113,281
12125,281
12136,280
12148,279
12160,278
12171,277
12182,276
12193,276
12205,275
12217,275
12228,274
12239,273
12251,273
12262,272
12273,272
12285,272
12297,272
12308,271
12319,271
12331,271
12343,271
12354,271
12365,270
12377,270
12388,271
12399,271
12411,271
12423,271
12434,271
12445,271
12456,271
12468,271
12480,272
12491,272
12503,273
12514,273
12525,274
12536,275
12549,276
12560,277
12571,278
12582,279
12594,280
12605,281
12617,282
12628,283
12640,284
12651,285
12662,285
12675,286
12686,288
12697,288
12708,289
12720,289
12731,290
12743,291
12754,291
12766,292
12777,292
12788,292
12800,293
12812,293
12823,293
12834,294
12846,294
12857,294
12868,294
12880,294
12892,294
12903,293
12914,293
12925,293
12937,293
12949,293
12960,292
12972,292
12983,291
12994,291
13005,290
13018,289
13029,289
13040,288
13051,286
13063,285
13075,284
13086,284
13097,282
13109,281
13120,280
13131,278
13144,277
13155,276
13166,275
13177,274
13189,273
13200,272
13212,271
13223,270
13235,270
13246,269
13257,268
13268,267
13281,265
13292,263
13303,261
13315,260
13326,259
13337,258
13349,258
13361,257
13372,257
13383,257
13394,257
13407,256
13418,256
13429,256
13441,257
13452,257
13463,257
13475,258
13487,258
13498,260
13509,260
13520,261
13532,262
13544,263
13555,265
13566,266
13578,267
13589,268
13600,269
13613,270
13624,270
13635,271
13646,273
13658,274
13669,275
13681,276
13692,276
13704,278
13715,278
13726,279
13737,280
13750,281
13761,282
13772,282
13784,283
13795,284
13807,284
13818,285
13830,285
13841,285
13852,286
13863,286
13876,286
13887,286
13898,286
13910,287
13921,287
13932,287
13944,286
13956,286
13967,286
13978,286
13989,285
14001,285
14013,284
14024,284
14035,284
14047,283
14058,283
14069,282
14082,282
14093,281
14104,281
14115,280
14127,279
14139,278
14150,277
14161,276
14173,276
14184,275
14195,274
14208,273
14219,272
14230,271
14241,271
14253,270
14264,269
14276,269
14287,268
14299,268
14310,267
14321,266
14332,265
14345,265
14356,265
14367,264
14379,264
14390,264
14401,264
14413,264
14425,263
14436,263
14447,263
14458,263
14470,263
14482,263
14493,264
14504,264
14516,264
14527,265
14539,265
14551,266
14562,266
14573,267
14584,268
14596,268
14608,269
14619,270
14630,271
14642,271
14653,272
14664,273
14676,274
14688,275
14699,276
14710,276
14722,277
14733,278
14745,279
14756,280
14768,280
14779,281
14790,282
14801,282
14814,283
14825,283
14836,284
14848,284
14859,285
14871,286
14882,286
14894,286
14905,287
14916,287
14927,287
14940,287
14951,287
14962,287
14973,287
14985,287
14996,286
15008,286
15020,286
15031,286
15042,285
15053,285
